BEGIN_RECORD 2020-07-02 21:13:38
P	6	312
P	7	313
P	8	314
P	9	315
P	10	316
P	11	317
P	12	318
P	13	319
P	14	320
P	15	321
P	16	322
P	17	323
P	18	324
P	19	325
P	20	326
P	21	327
P	22	328
P	23	329
P	24	330
P	25	331
P	26	332
P	27	333
P	28	334
P	29	335
P	30	336
P	31	337
P	32	338
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004341
P	1	342
P	2	343
P	3	344
P	4	345
P	5	346
P	6	347
P	7	348
P	8	349
P	9	350
P	10	351
P	11	352
P	12	353
P	13	354
P	14	355
P	15	356
P	16	357
P	17	358
P	18	359
P	19	360
P	20	361
P	21	362
P	22	363
P	23	364
P	24	365
P	25	366
P	26	367
P	27	368
P	28	369
P	29	370
P	30	371
P	31	372
P	32	373
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004376
P	1	377
P	2	378
P	3	379
P	4	380
P	5	381
P	6	382
P	7	383
P	8	384
P	9	385
P	10	386
P	11	387
P	12	388
P	13	389
P	14	390
P	15	391
P	16	392
P	17	393
P	18	394
P	19	395
P	20	396
P	21	397
P	22	398
P	23	399
P	24	400
P	25	401
P	26	402
P	27	403
P	28	404
P	29	405
P	30	406
P	31	407
P	32	408
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004411
P	1	412
P	2	413
P	3	414
P	4	415
P	5	416
P	6	417
P	7	418
P	8	419
P	9	420
P	10	421
P	11	422
P	12	423
P	13	424
P	14	425
P	15	426
P	16	427
P	17	428
P	18	429
P	19	430
P	20	431
P	21	432
P	22	433
P	23	434
P	24	435
P	25	436
P	26	437
P	27	438
P	28	439
P	29	440
P	30	441
P	31	442
P	32	443
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004446
P	1	447
P	2	448
P	3	449
P	4	450
P	5	451
P	6	452
P	7	453
P	8	454
P	9	455
P	10	456
P	11	457
P	12	458
P	13	459
P	14	460
P	15	461
P	16	462
P	17	463
P	18	464
P	19	465
P	20	466
P	21	467
P	22	468
P	23	469
P	24	470
P	25	471
P	26	472
P	27	473
P	28	474
P	29	475
P	30	476
P	31	477
P	32	478
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004481
P	1	482
P	2	483
P	3	484
P	4	485
P	5	486
P	6	487
P	7	488
P	8	489
P	9	490
P	10	491
P	11	492
P	12	493
P	13	494
P	14	495
P	15	496
P	16	497
P	17	498
P	18	499
P	19	500
P	20	501
P	21	502
P	22	503
P	23	504
P	24	505
P	25	506
P	26	507
P	27	508
P	28	509
P	29	510
P	30	511
P	31	512
P	32	513
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004516
P	1	517
P	2	518
P	3	519
P	4	520
P	5	521
P	6	522
P	7	523
P	8	524
P	9	525
P	10	526
P	11	527
P	12	528
P	13	529
P	14	530
P	15	531
P	16	532
P	17	533
P	18	534
P	19	535
P	20	536
P	21	537
P	22	538
P	23	539
P	24	540
P	25	541
P	26	542
P	27	543
P	28	544
P	29	545
P	30	546
P	31	547
P	32	548
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004551
P	1	552
P	2	553
P	3	554
P	4	555
P	5	556
P	6	557
P	7	558
P	8	559
P	9	560
P	10	561
P	11	562
P	12	563
P	13	564
P	14	565
P	15	566
P	16	567
P	17	568
P	18	569
P	19	570
P	20	571
P	21	572
P	22	573
P	23	574
P	24	575
P	25	576
P	26	577
P	27	578
P	28	579
P	29	580
P	30	581
P	31	582
P	32	583
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004586
P	1	587
P	2	588
P	3	589
P	4	590
P	5	591
P	6	592
P	7	593
P	8	594
P	9	595
P	10	596
P	11	597
P	12	598
P	13	599
P	14	600
P	15	601
P	16	602
P	17	603
P	18	604
P	19	605
P	20	606
P	21	607
P	22	608
P	23	609
P	24	610
P	25	611
P	26	612
P	27	613
P	28	614
P	29	615
P	30	616
P	31	617
P	32	618
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004621
P	1	622
P	2	623
P	3	624
P	4	625
P	5	626
P	6	627
P	7	628
P	8	629
P	9	630
P	10	631
P	11	632
P	12	633
P	13	634
P	14	635
P	15	636
P	16	637
P	17	638
P	18	639
P	19	640
P	20	641
P	21	642
P	22	643
P	23	644
P	24	645
P	25	646
P	26	647
P	27	648
P	28	649
P	29	650
P	30	651
P	31	652
P	32	653
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004656
P	1	657
P	2	658
P	3	659
P	4	660
P	5	661
P	6	662
P	7	663
P	8	664
P	9	665
P	10	666
P	11	667
P	12	668
P	13	669
P	14	670
P	15	671
P	16	672
P	17	673
P	18	674
P	19	675
P	20	676
P	21	677
P	22	678
P	23	679
P	24	680
P	25	681
P	26	682
P	27	683
P	28	684
P	29	685
P	30	686
P	31	687
P	32	688
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004691
P	1	692
P	2	693
P	3	694
P	4	695
P	5	696
P	6	697
P	7	698
P	8	699
P	9	700
P	10	701
P	11	702
P	12	703
P	13	704
P	14	705
P	15	706
P	16	707
P	17	708
P	18	709
P	19	710
P	20	711
P	21	712
P	22	713
P	23	714
P	24	715
P	25	716
P	26	717
P	27	718
P	28	719
P	29	720
P	30	721
P	31	722
P	32	723
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004726
P	1	727
P	2	728
P	3	729
P	4	730
P	5	731
P	6	732
P	7	733
P	8	734
P	9	735
P	10	736
P	11	737
P	12	738
P	13	739
P	14	740
P	15	741
P	16	742
P	17	743
P	18	744
P	19	745
P	20	746
P	21	747
P	22	748
P	23	749
P	24	750
P	25	751
P	26	752
P	27	753
P	28	754
P	29	755
P	30	756
P	31	757
P	32	758
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004761
P	1	762
P	2	763
P	3	764
P	4	765
P	5	766
P	6	767
P	7	768
P	8	769
P	9	770
P	10	771
P	11	772
P	12	773
P	13	774
P	14	775
P	15	776
P	16	777
P	17	778
P	18	779
P	19	780
P	20	781
P	21	782
P	22	783
P	23	784
P	24	785
P	25	786
P	26	787
P	27	788
P	28	789
P	29	790
P	30	791
P	31	792
P	32	793
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004796
P	1	797
P	2	798
P	3	799
P	4	800
P	5	801
P	6	802
P	7	803
P	8	804
P	9	805
P	10	806
P	11	807
P	12	808
P	13	809
P	14	810
P	15	811
P	16	812
P	17	813
P	18	814
P	19	815
P	20	816
P	21	817
P	22	818
P	23	819
P	24	820
P	25	821
P	26	822
P	27	823
P	28	824
P	29	825
P	30	826
P	31	827
P	32	828
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004831
P	1	832
P	2	833
P	3	834
P	4	835
P	5	836
P	6	837
P	7	838
P	8	839
P	9	840
P	10	841
P	11	842
P	12	843
P	13	844
P	14	845
P	15	846
P	16	847
P	17	848
P	18	849
P	19	850
P	20	851
P	21	852
P	22	853
P	23	854
P	24	855
P	25	856
P	26	857
P	27	858
P	28	859
P	29	860
P	30	861
P	31	862
P	32	863
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004866
P	1	867
P	2	868
P	3	869
P	4	870
P	5	871
P	6	872
P	7	873
P	8	874
P	9	875
P	10	876
P	11	877
P	12	878
P	13	879
P	14	880
P	15	881
P	16	882
P	17	883
P	18	884
P	19	885
P	20	886
P	21	887
P	22	888
P	23	889
P	24	890
P	25	891
P	26	892
P	27	893
P	28	894
P	29	895
P	30	896
P	31	897
P	32	898
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004901
P	1	902
P	2	903
P	3	904
P	4	905
P	5	906
P	6	907
P	7	908
P	8	909
P	9	910
P	10	911
P	11	912
P	12	913
P	13	914
P	14	915
P	15	916
P	16	917
P	17	918
P	18	919
P	19	920
P	20	921
P	21	922
P	22	923
P	23	924
P	24	925
P	25	926
P	26	927
P	27	928
P	28	929
P	29	930
P	30	931
P	31	932
P	32	933
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004936
P	1	937
P	2	938
P	3	939
P	4	940
P	5	941
P	6	942
P	7	943
P	8	944
P	9	945
P	10	946
P	11	947
P	12	948
P	13	949
P	14	950
P	15	951
P	16	952
P	17	953
P	18	954
P	19	955
P	20	956
P	21	957
P	22	958
P	23	959
P	24	960
P	25	961
P	26	962
P	27	963
P	28	964
P	29	965
P	30	966
P	31	967
P	32	968
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S0250004971
P	1	972
P	2	973
P	3	974
P	4	975
P	5	976
P	6	977
P	7	978
P	8	979
P	9	980
P	10	981
P	11	982
P	12	983
P	13	984
P	14	985
P	15	986
P	16	987
P	17	988
P	18	989
P	19	990
P	20	991
P	21	992
P	22	993
P	23	994
P	24	995
P	25	996
P	26	997
P	27	998
P	28	999
P	29	1000
P	30	1001
P	31	1002
P	32	1003
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041006
P	1	1007
P	2	1008
P	3	1009
P	4	1010
P	5	1011
P	6	1012
P	7	1013
P	8	1014
P	9	1015
P	10	1016
P	11	1017
P	12	1018
P	13	1019
P	14	1020
P	15	1021
P	16	1022
P	17	1023
P	18	1024
P	19	1025
P	20	1026
P	21	1027
P	22	1028
P	23	1029
P	24	1030
P	25	1031
P	26	1032
P	27	1033
P	28	1034
P	29	1035
P	30	1036
P	31	1037
P	32	1038
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041041
P	1	1042
P	2	1043
P	3	1044
P	4	1045
P	5	1046
P	6	1047
P	7	1048
P	8	1049
P	9	1050
P	10	1051
P	11	1052
P	12	1053
P	13	1054
P	14	1055
P	15	1056
P	16	1057
P	17	1058
P	18	1059
P	19	1060
P	20	1061
P	21	1062
P	22	1063
P	23	1064
P	24	1065
P	25	1066
P	26	1067
P	27	1068
P	28	1069
P	29	1070
P	30	1071
P	31	1072
P	32	1073
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041076
P	1	1077
P	2	1078
P	3	1079
P	4	1080
P	5	1081
P	6	1082
P	7	1083
P	8	1084
P	9	1085
P	10	1086
P	11	1087
P	12	1088
P	13	1089
P	14	1090
P	15	1091
P	16	1092
P	17	1093
P	18	1094
P	19	1095
P	20	1096
P	21	1097
P	22	1098
P	23	1099
P	24	1100
P	25	1101
P	26	1102
P	27	1103
P	28	1104
P	29	1105
P	30	1106
P	31	1107
P	32	1108
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041111
P	1	1112
P	2	1113
P	3	1114
P	4	1115
P	5	1116
P	6	1117
P	7	1118
P	8	1119
P	9	1120
P	10	1121
P	11	1122
P	12	1123
P	13	1124
P	14	1125
P	15	1126
P	16	1127
P	17	1128
P	18	1129
P	19	1130
P	20	1131
P	21	1132
P	22	1133
P	23	1134
P	24	1135
P	25	1136
P	26	1137
P	27	1138
P	28	1139
P	29	1140
P	30	1141
P	31	1142
P	32	1143
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041146
P	1	1147
P	2	1148
P	3	1149
P	4	1150
P	5	1151
P	6	1152
P	7	1153
P	8	1154
P	9	1155
P	10	1156
P	11	1157
P	12	1158
P	13	1159
P	14	1160
P	15	1161
P	16	1162
P	17	1163
P	18	1164
P	19	1165
P	20	1166
P	21	1167
P	22	1168
P	23	1169
P	24	1170
P	25	1171
P	26	1172
P	27	1173
P	28	1174
P	29	1175
P	30	1176
P	31	1177
P	32	1178
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041181
P	1	1182
P	2	1183
P	3	1184
P	4	1185
P	5	1186
P	6	1187
P	7	1188
P	8	1189
P	9	1190
P	10	1191
P	11	1192
P	12	1193
P	13	1194
P	14	1195
P	15	1196
P	16	1197
P	17	1198
P	18	1199
P	19	1200
P	20	1201
P	21	1202
P	22	1203
P	23	1204
P	24	1205
P	25	1206
P	26	1207
P	27	1208
P	28	1209
P	29	1210
P	30	1211
P	31	1212
P	32	1213
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041216
P	1	1217
P	2	1218
P	3	1219
P	4	1220
P	5	1221
P	6	1222
P	7	1223
P	8	1224
P	9	1225
P	10	1226
P	11	1227
P	12	1228
P	13	1229
P	14	1230
P	15	1231
P	16	1232
P	17	1233
P	18	1234
P	19	1235
P	20	1236
P	21	1237
P	22	1238
P	23	1239
P	24	1240
P	25	1241
P	26	1242
P	27	1243
P	28	1244
P	29	1245
P	30	1246
P	31	1247
P	32	1248
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041251
P	1	1252
P	2	1253
P	3	1254
P	4	1255
P	5	1256
P	6	1257
P	7	1258
P	8	1259
P	9	1260
P	10	1261
P	11	1262
P	12	1263
P	13	1264
P	14	1265
P	15	1266
P	16	1267
P	17	1268
P	18	1269
P	19	1270
P	20	1271
P	21	1272
P	22	1273
P	23	1274
P	24	1275
P	25	1276
P	26	1277
P	27	1278
P	28	1279
P	29	1280
P	30	1281
P	31	1282
P	32	1283
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041286
P	1	1287
P	2	1288
P	3	1289
P	4	1290
P	5	1291
P	6	1292
P	7	1293
P	8	1294
P	9	1295
P	10	1296
P	11	1297
P	12	1298
P	13	1299
P	14	1300
P	15	1301
P	16	1302
P	17	1303
P	18	1304
P	19	1305
P	20	1306
P	21	1307
P	22	1308
P	23	1309
P	24	1310
P	25	1311
P	26	1312
P	27	1313
P	28	1314
P	29	1315
P	30	1316
P	31	1317
P	32	1318
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041321
P	1	1322
P	2	1323
P	3	1324
P	4	1325
P	5	1326
P	6	1327
P	7	1328
P	8	1329
P	9	1330
P	10	1331
P	11	1332
P	12	1333
P	13	1334
P	14	1335
P	15	1336
P	16	1337
P	17	1338
P	18	1339
P	19	1340
P	20	1341
P	21	1342
P	22	1343
P	23	1344
P	24	1345
P	25	1346
P	26	1347
P	27	1348
P	28	1349
P	29	1350
P	30	1351
P	31	1352
P	32	1353
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041356
P	1	1357
P	2	1358
P	3	1359
P	4	1360
P	5	1361
P	6	1362
P	7	1363
P	8	1364
P	9	1365
P	10	1366
P	11	1367
P	12	1368
P	13	1369
P	14	1370
P	15	1371
P	16	1372
P	17	1373
P	18	1374
P	19	1375
P	20	1376
P	21	1377
P	22	1378
P	23	1379
P	24	1380
P	25	1381
P	26	1382
P	27	1383
P	28	1384
P	29	1385
P	30	1386
P	31	1387
P	32	1388
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041391
P	1	1392
P	2	1393
P	3	1394
P	4	1395
P	5	1396
P	6	1397
P	7	1398
P	8	1399
P	9	1400
P	10	1401
P	11	1402
P	12	1403
P	13	1404
P	14	1405
P	15	1406
P	16	1407
P	17	1408
P	18	1409
P	19	1410
P	20	1411
P	21	1412
P	22	1413
P	23	1414
P	24	1415
P	25	1416
P	26	1417
P	27	1418
P	28	1419
P	29	1420
P	30	1421
P	31	1422
P	32	1423
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041426
P	1	1427
P	2	1428
P	3	1429
P	4	1430
P	5	1431
P	6	1432
P	7	1433
P	8	1434
P	9	1435
P	10	1436
P	11	1437
P	12	1438
P	13	1439
P	14	1440
P	15	1441
P	16	1442
P	17	1443
P	18	1444
P	19	1445
P	20	1446
P	21	1447
P	22	1448
P	23	1449
P	24	1450
P	25	1451
P	26	1452
P	27	1453
P	28	1454
P	29	1455
P	30	1456
P	31	1457
P	32	1458
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041461
P	1	1462
P	2	1463
P	3	1464
P	4	1465
P	5	1466
P	6	1467
P	7	1468
P	8	1469
P	9	1470
P	10	1471
P	11	1472
P	12	1473
P	13	1474
P	14	1475
P	15	1476
P	16	1477
P	17	1478
P	18	1479
P	19	1480
P	20	1481
P	21	1482
P	22	1483
P	23	1484
P	24	1485
P	25	1486
P	26	1487
P	27	1488
P	28	1489
P	29	1490
P	30	1491
P	31	1492
P	32	1493
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041496
P	1	1497
P	2	1498
P	3	1499
P	4	1500
P	5	1501
P	6	1502
P	7	1503
P	8	1504
P	9	1505
P	10	1506
P	11	1507
P	12	1508
P	13	1509
P	14	1510
P	15	1511
P	16	1512
P	17	1513
P	18	1514
P	19	1515
P	20	1516
P	21	1517
P	22	1518
P	23	1519
P	24	1520
P	25	1521
P	26	1522
P	27	1523
P	28	1524
P	29	1525
P	30	1526
P	31	1527
P	32	1528
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041531
P	1	1532
P	2	1533
P	3	1534
P	4	1535
P	5	1536
P	6	1537
P	7	1538
P	8	1539
P	9	1540
P	10	1541
P	11	1542
P	12	1543
P	13	1544
P	14	1545
P	15	1546
P	16	1547
P	17	1548
P	18	1549
P	19	1550
P	20	1551
P	21	1552
P	22	1553
P	23	1554
P	24	1555
P	25	1556
P	26	1557
P	27	1558
P	28	1559
P	29	1560
P	30	1561
P	31	1562
P	32	1563
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041566
P	1	1567
P	2	1568
P	3	1569
P	4	1570
P	5	1571
P	6	1572
P	7	1573
P	8	1574
P	9	1575
P	10	1576
P	11	1577
P	12	1578
P	13	1579
P	14	1580
P	15	1581
P	16	1582
P	17	1583
P	18	1584
P	19	1585
P	20	1586
P	21	1587
P	22	1588
P	23	1589
P	24	1590
P	25	1591
P	26	1592
P	27	1593
P	28	1594
P	29	1595
P	30	1596
P	31	1597
P	32	1598
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041601
P	1	1602
P	2	1603
P	3	1604
P	4	1605
P	5	1606
P	6	1607
P	7	1608
P	8	1609
P	9	1610
P	10	1611
P	11	1612
P	12	1613
P	13	1614
P	14	1615
P	15	1616
P	16	1617
P	17	1618
P	18	1619
P	19	1620
P	20	1621
P	21	1622
P	22	1623
P	23	1624
P	24	1625
P	25	1626
P	26	1627
P	27	1628
P	28	1629
P	29	1630
P	30	1631
P	31	1632
P	32	1633
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041636
P	1	1637
P	2	1638
P	3	1639
P	4	1640
P	5	1641
P	6	1642
P	7	1643
P	8	1644
P	9	1645
P	10	1646
P	11	1647
P	12	1648
P	13	1649
P	14	1650
P	15	1651
P	16	1652
P	17	1653
P	18	1654
P	19	1655
P	20	1656
P	21	1657
P	22	1658
P	23	1659
P	24	1660
P	25	1661
P	26	1662
P	27	1663
P	28	1664
P	29	1665
P	30	1666
P	31	1667
P	32	1668
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041671
P	1	1672
P	2	1673
P	3	1674
P	4	1675
P	5	1676
P	6	1677
P	7	1678
P	8	1679
P	9	1680
P	10	1681
P	11	1682
P	12	1683
P	13	1684
P	14	1685
P	15	1686
P	16	1687
P	17	1688
P	18	1689
P	19	1690
P	20	1691
P	21	1692
P	22	1693
P	23	1694
P	24	1695
P	25	1696
P	26	1697
P	27	1698
P	28	1699
P	29	1700
P	30	1701
P	31	1702
P	32	1703
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041706
P	1	1707
P	2	1708
P	3	1709
P	4	1710
P	5	1711
P	6	1712
P	7	1713
P	8	1714
P	9	1715
P	10	1716
P	11	1717
P	12	1718
P	13	1719
P	14	1720
P	15	1721
P	16	1722
P	17	1723
P	18	1724
P	19	1725
P	20	1726
P	21	1727
P	22	1728
P	23	1729
P	24	1730
P	25	1731
P	26	1732
P	27	1733
P	28	1734
P	29	1735
P	30	1736
P	31	1737
P	32	1738
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041741
P	1	1742
P	2	1743
P	3	1744
P	4	1745
P	5	1746
P	6	1747
P	7	1748
P	8	1749
P	9	1750
P	10	1751
P	11	1752
P	12	1753
P	13	1754
P	14	1755
P	15	1756
P	16	1757
P	17	1758
P	18	1759
P	19	1760
P	20	1761
P	21	1762
P	22	1763
P	23	1764
P	24	1765
P	25	1766
P	26	1767
P	27	1768
P	28	1769
P	29	1770
P	30	1771
P	31	1772
P	32	1773
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041776
P	1	1777
P	2	1778
P	3	1779
P	4	1780
P	5	1781
P	6	1782
P	7	1783
P	8	1784
P	9	1785
P	10	1786
P	11	1787
P	12	1788
P	13	1789
P	14	1790
P	15	1791
P	16	1792
P	17	1793
P	18	1794
P	19	1795
P	20	1796
P	21	1797
P	22	1798
P	23	1799
P	24	1800
P	25	1801
P	26	1802
P	27	1803
P	28	1804
P	29	1805
P	30	1806
P	31	1807
P	32	1808
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041811
P	1	1812
P	2	1813
P	3	1814
P	4	1815
P	5	1816
P	6	1817
P	7	1818
P	8	1819
P	9	1820
P	10	1821
P	11	1822
P	12	1823
P	13	1824
P	14	1825
P	15	1826
P	16	1827
P	17	1828
P	18	1829
P	19	1830
P	20	1831
P	21	1832
P	22	1833
P	23	1834
P	24	1835
P	25	1836
P	26	1837
P	27	1838
P	28	1839
P	29	1840
P	30	1841
P	31	1842
P	32	1843
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041846
P	1	1847
P	2	1848
P	3	1849
P	4	1850
P	5	1851
P	6	1852
P	7	1853
P	8	1854
P	9	1855
P	10	1856
P	11	1857
P	12	1858
P	13	1859
P	14	1860
P	15	1861
P	16	1862
P	17	1863
P	18	1864
P	19	1865
P	20	1866
P	21	1867
P	22	1868
P	23	1869
P	24	1870
P	25	1871
P	26	1872
P	27	1873
P	28	1874
P	29	1875
P	30	1876
P	31	1877
P	32	1878
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041881
P	1	1882
P	2	1883
P	3	1884
P	4	1885
P	5	1886
P	6	1887
P	7	1888
P	8	1889
P	9	1890
P	10	1891
P	11	1892
P	12	1893
P	13	1894
P	14	1895
P	15	1896
P	16	1897
P	17	1898
P	18	1899
P	19	1900
P	20	1901
P	21	1902
P	22	1903
P	23	1904
P	24	1905
P	25	1906
P	26	1907
P	27	1908
P	28	1909
P	29	1910
P	30	1911
P	31	1912
P	32	1913
END_RECORD		
BEGIN_RECORD 2020-07-02 19:38:50		
C	47	S02500041916
P	1	1917
P	2	1918
P	3	1919
P	4	1920
P	5	1921
P	6	1922
P	7	1923
